Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
1072,2012-02-10,36.58293914794922,37.23042369217813,36.12288275894601,36.59997639036998,8590813
1073,2012-02-13,37.64729309082031,37.93913343853583,36.51426900873736,36.51426900873736,15608851
1074,2012-02-14,37.561458587646484,37.853298940173616,37.338288196956384,37.595793568565,5735198
1075,2012-02-15,38.0078010559082,38.83181962820297,37.52712530172296,37.59579293397418,15930040
1076,2012-02-16,38.0078010559082,38.5399792806019,37.50995781155348,37.87046579140577,3862429
1077,2012-02-17,38.35114288330078,38.96915625197184,38.11080499782504,38.45414549948376,8544515
1078,2012-02-21,37.95630645751953,38.45414977458657,37.85330382988534,38.2996469973488,6934289
1079,2012-02-22,37.75029373168945,38.694480029371014,37.6644586137184,37.88763131749909,5872252
1080,2012-02-23,38.677310943603516,39.17515647002726,37.63012441032281,37.63012441032281,18016976
1081,2012-02-24,39.24383544921875,39.552845694373715,38.72882691152728,38.814662055880405,10958004
1082,2012-02-27,38.29964065551758,39.48416485610417,38.145137903863095,39.48416485610417,11266052
1083,2012-02-28,38.385467529296875,38.93481078698045,38.02495963393899,38.454135145454046,9416477
1084,2012-02-29,38.79747772216797,39.106483176351574,38.454137293774494,38.53997240087286,7991077
1085,2012-03-01,38.62580871582031,39.00348413023376,38.2824682766904,38.402638361756416,2777389
1086,2012-03-02,38.53997802734375,38.797483386232194,38.21380503843705,38.5743130065662,3172662
1087,2012-03-05,37.87045669555664,38.57430499603917,37.475613830200025,38.419799950050056,3649302
1088,2012-03-06,38.12796401977539,38.38546933882346,37.630120868634364,37.87045870072731,4557989
1089,2012-03-07,37.28678512573242,37.87046345652146,36.66877181672133,37.76746085028185,15488701
1090,2012-03-09,37.81896209716797,38.02496731568252,37.45845645740748,37.45845645740748,3852720
1091,2012-03-12,38.059303283691406,38.40264377118454,37.71596279619827,38.11080342544469,5124092
1092,2012-03-13,38.23097229003906,38.50564280840211,37.767461715554816,38.23097229003906,9731037
1093,2012-03-14,38.66014862060547,38.93481914419116,38.29964064786592,38.539978520216735,4398722
1094,2012-03-15,37.887630462646484,38.90048436616671,37.68162525279339,38.55714390202924,4513645
1095,2012-03-16,37.012107849121094,38.45413717836041,36.82327014838619,37.93912653731592,3682825
1096,2012-03-19,37.02927017211914,37.235273002752265,36.18808437964948,37.14943790788197,3294232
1097,2012-03-20,36.891944885253906,37.3554554829835,36.56577188202003,37.029282479749625,3413743
1098,2012-03-21,37.33829116821289,37.56146157666215,36.63444263078741,36.87478053106205,3430274
1099,2012-03-22,36.47993850708008,37.32112229103013,36.15376315978609,37.08078439967681,3948023
1100,2012-03-23,36.977779388427734,37.14944963234791,36.29109841274702,36.60010392043266,3647743
1101,2012-03-26,36.37693405151367,36.90911228091221,36.13659617229629,36.73744203455311,4778733
1102,2012-03-27,36.30826187133789,36.78893756957189,35.98208658136505,36.73743743348484,5834802
1103,2012-03-28,36.462764739990234,36.70310258997706,36.13659177726336,36.47993222822353,4875221
1104,2012-03-29,36.32543182373047,36.56577203298355,36.050761290458524,36.462769418793194,12199593
1105,2012-03-30,37.132286071777344,37.54429656352794,36.32543490859718,36.32543490859718,8544753
1106,2012-04-02,37.28678512573242,37.54429047711817,36.96060981790256,37.115114891475265,8676278
1107,2012-04-03,37.801815032958984,37.93915035876454,37.25246907288122,37.4756395594222,3566758
1108,2012-04-04,38.059303283691406,38.21380603737798,37.509957572331714,37.78463042801156,3850338
1109,2012-04-09,37.664459228515625,38.059302174683445,37.269618610774444,37.80179681656703,4475284
1110,2012-04-10,37.90480041503906,38.2138082688835,37.45845961797516,37.66446252544461,4598397
1111,2012-04-11,38.35114288330078,38.45414549948376,37.4412914852759,37.4412914852759,4023851
1112,2012-04-12,38.36832046508789,39.07216681586118,38.145150011685736,38.333985474521064,5102969
1113,2012-04-13,38.45414733886719,38.900490478058884,37.95630405333399,38.45414733886719,6602489
1114,2012-04-16,38.40263748168945,38.711642938454396,38.19663229156195,38.43697012775983,4350870
1115,2012-04-17,39.00348663330078,39.10648690890875,38.11080050290392,38.162300640707905,9477019
1116,2012-04-18,39.08932113647461,39.569996843206404,38.866148443156895,39.03781867105061,4441325
1117,2012-04-19,39.36399459838867,39.48416469832121,38.90048634527746,38.969153975913194,2496045
1118,2012-04-20,39.08932113647461,39.60433182015574,38.90048342010623,39.209491227370805,2778756
1119,2012-04-23,38.024959564208984,39.31248609639311,37.836121873803414,38.95197820169632,3854809
1120,2012-04-24,37.76746368408203,38.28247442549624,37.50995831337493,38.14513915915648,3169871
1121,2012-04-25,37.23527908325195,37.92195995434889,36.977773756590594,37.698789602612926,3380361
1122,2012-04-26,37.115116119384766,38.04213494935744,36.82327578012177,37.54429171922643,4377198
1123,2012-04-27,37.1666145324707,37.7674603443214,36.99494430051336,37.14944704358966,1965594
1124,2012-04-30,38.19664001464844,38.47131288087989,37.115118368868906,37.115118368868906,3199398
1125,2012-05-02,37.63013458251953,38.40265082119873,37.458464307257486,38.04214277746301,3811572
1126,2012-05-03,37.303951263427734,37.59579160067899,37.132281024674434,37.42412136192569,1452253
1127,2012-05-04,36.65160369873047,37.28678448595396,36.42843100096948,37.11511425464237,5666533
1128,2012-05-07,36.32543182373047,36.73744228049189,35.43274793374315,36.53143705211118,4565509
1129,2012-05-08,36.30826187133789,36.78893756957189,36.06792169379444,36.32542703108261,2959419
1130,2012-05-09,35.79325485229492,36.47993582186016,35.621584609903614,36.06792537737967,2412310
1131,2012-05-10,35.192405700683594,36.170924593411975,35.020735474405654,35.75891651603021,3946438
1132,2012-05-11,34.797569274902344,35.364082524362175,34.40272861217356,35.19241226605802,3389145
1133,2012-05-14,34.76323318481445,34.9520685875458,34.40272521231763,34.67739806414505,2233766
1134,2012-05-15,35.329750061035156,35.48425283884259,34.36839608028314,34.71173662137836,3494080
1135,2012-05-16,35.89625549316406,36.153760859320435,34.67739862276525,35.12373939469494,4435353
1136,2012-05-17,35.964927673339844,36.668776183294874,35.655919817823886,36.0507628006898,4208594
1137,2012-05-18,36.0850944519043,36.44560244244233,35.20957571157674,35.65591882707969,4935351
1138,2012-05-21,35.69025802612305,36.35977161428367,35.44992011350475,36.01643107384981,1491370
1139,2012-05-22,35.60442352294922,35.89626159044154,35.39841826366174,35.82759394682141,2362045
1140,2012-05-23,35.57007598876953,36.0335864944389,35.10656781152643,35.673078582076755,3087547
1141,2012-05-24,36.17093276977539,36.32543554266527,35.17524616366105,35.844759731801865,2135683
1142,2012-05-25,35.74174880981445,36.05075661228673,35.62158104920839,35.879086387055395,1446600
1143,2012-05-28,36.53143310546875,36.857608403237926,35.535746708859214,35.535746708859214,890739
1144,2012-05-29,36.857608795166016,37.166614279213015,36.32542828561275,36.97777655966139,5201353
1145,2012-05-30,36.42843246459961,36.960610668732826,36.20526208629857,36.82327540953628,4048557
1146,2012-05-31,36.445594787597656,36.73743508255247,36.067919385706276,36.10225435985142,8033660
1147,2012-06-01,35.58724594116211,36.35976195184576,35.364075580557405,36.22242670353924,3787828
1148,2012-06-04,35.72458267211914,35.86192025455191,35.05506923409228,35.36407704824612,3267896
1149,2012-06-05,36.37693405151367,36.806109667411405,35.879090802757645,36.016426068474225,12393979
1150,2012-06-06,37.64729309082031,38.14513866379699,36.39410123435728,36.39410123435728,9494285
1151,2012-06-07,37.09794235229492,38.02496102540506,36.90910465463283,37.64728563008088,4231838
1152,2012-06-08,36.73744201660156,37.252452755427186,36.30826640091354,37.01211487632724,3997879
1153,2012-06-11,36.823280334472656,37.25245598739532,36.73744520388812,37.08078572622625,2205393
1154,2012-06-12,36.960609436035156,37.13227966851866,36.411263760717304,36.703104087309896,3376544
1155,2012-06-13,36.94344711303711,37.166617501036065,36.61727178352471,36.90911213253263,2496726
1156,2012-06-14,36.29109573364258,37.11511424068423,36.05075787558204,36.75460628938016,6671985
1157,2012-06-15,36.41127014160156,36.65161037193808,36.20526722357635,36.46277261742808,10286920
1158,2012-06-18,36.754608154296875,36.90911090457331,36.291097575040915,36.565770424658275,3027005
1159,2012-06-19,37.33829116821289,37.73313183806217,36.600107647136625,36.7546127451382,9746993
1160,2012-06-20,37.218109130859375,37.73311975007328,37.08077389710614,37.20094397295986,8882639
1161,2012-06-21,37.6816291809082,37.73312932452683,36.70310782474001,36.90911305606809,4083003
1162,2012-06-22,37.784629821777344,38.007800203696554,37.33828672951227,37.424121850008376,7332263
1163,2012-06-25,37.02927017211914,37.92195376171462,36.823265013060045,37.64728099244448,5097127
1164,2012-06-26,37.715965270996094,37.76746541612865,36.840446504754595,36.840446504754595,1992235
1165,2012-06-27,37.69879150390625,38.24813483143347,37.45845365258644,37.767459128793845,5727518
1166,2012-06-28,37.664459228515625,38.04213468512369,37.32111875102707,37.76746183744752,3083553
1167,2012-06-29,38.986328125,39.34683615794994,37.87047136918124,37.887638861879246,7486892
1168,2012-07-02,38.66014862060547,39.12365920390299,38.557146010047504,39.00348910351425,2634447
1169,2012-07-03,38.33396911621094,38.96914987165379,38.14513373395761,38.90048224825018,4091332
1170,2012-07-04,38.79747772216797,38.93481296215484,38.213799459584315,38.38546967378106,3061761
1171,2012-07-05,39.24383544921875,39.41550573792501,38.625824272618054,38.79749456132432,2830305
1172,2012-07-06,38.79747772216797,39.31248836475818,38.47130478087943,39.140818150561444,3797719
1173,2012-07-09,38.72882080078125,38.79748843974372,38.48848290019916,38.7459882926286,2397364
1174,2012-07-10,38.84897994995117,39.05498514946641,38.36830425565084,38.41980439131644,3199920
1175,2012-07-11,39.02065658569336,39.31249694489386,38.69448357321604,38.69448357321604,2903254
1176,2012-07-12,38.608642578125,39.003485493985856,38.48847481728371,39.003485493985856,2728401
1177,2012-07-13,38.4713134765625,38.79748649157603,38.36831085907748,38.66015122054723,1672753
1178,2012-07-16,38.677310943603516,38.86614866103047,38.145135096890954,38.368305463033224,3148848
1179,2012-07-17,38.53997802734375,38.81465087584342,38.41980792849182,38.72881575621394,2407572
1180,2012-07-18,38.17947006225586,38.64298063966264,38.02496731259581,38.48847789000259,2516255
1181,2012-07-19,38.45414733886719,38.72882021901799,38.28247707982629,38.43697984727772,2171498
1182,2012-07-20,38.19664001464844,38.62581564050171,38.04213725502662,38.21380750536793,1581366
1183,2012-07-23,37.527130126953125,38.1108085687778,37.44129499349576,37.99063845056668,2728477
1184,2012-07-24,38.09363555908203,38.57431363388013,37.389787100988634,37.47562222201401,8366909
1185,2012-07-25,38.024959564208984,38.248129898417105,37.26961113101287,37.99062459198028,6131518
1186,2012-07-26,38.36832046508789,38.62582590905687,37.83614208186651,38.0936475258355,10181302
1187,2012-07-27,39.2609977722168,39.48416817353201,38.48848162061153,38.90048976911563,4785341
1188,2012-07-30,40.56568145751953,40.68585154315428,39.14081955975749,39.29532462083827,10354713
1189,2012-07-31,40.84035873413086,41.44120453678699,40.56568357309054,40.58285339013538,13034800
1190,2012-08-01,40.85752487182617,41.02919510526365,40.376849149571854,40.6858546383887,5116745
1191,2012-08-02,40.54852294921875,40.94336358948024,40.47985298706305,40.54852294921875,5172210
1192,2012-08-03,40.6171875,40.874692868020084,40.067846440373245,40.29101682795329,3992386
1193,2012-08-06,41.35537338256836,41.578543770699355,40.72019254184672,40.840362645256775,3989076
1194,2012-08-07,40.703025817871094,41.49271180256863,40.44552042963677,41.28670656061041,5499481
1195,2012-08-08,40.84035873413086,40.96052416917968,40.617183710519036,40.77168877965753,5783459
1196,2012-08-09,40.874698638916016,41.28670914865924,40.634363055610876,40.891868459986874,4304923
1197,2012-08-10,41.046363830566406,41.733049480805136,40.58285788551421,40.84036325803366,4906011
1198,2012-08-13,41.16653060913086,41.286700704633084,40.54851962776677,40.85752511844881,2775124
1199,2012-08-14,41.2180290222168,41.50986933997277,40.737353317187946,40.737353317187946,3520379
1200,2012-08-16,41.235198974609375,42.05921513691804,40.7716884280442,41.20086399766881,3368688
1201,2012-08-17,40.394012451171875,41.5442038936398,39.91333675103909,41.32103353181239,4100386
1202,2012-08-21,41.046363830566406,41.28670404099264,40.01634234048859,40.188012588834894,2904667
1203,2012-08-22,40.84035873413086,41.06352910088968,40.58285339013538,40.703018825184195,1988035
1204,2012-08-23,40.32535171508789,40.94336273416475,40.10217667117078,40.94336273416475,4652302
1205,2012-08-24,40.205177307128906,40.63435287354706,39.896171830678426,40.17084233044487,5080546
1206,2012-08-27,40.6171875,40.75452742176013,40.08501160216654,40.10217676395983,1296282
1207,2012-08-28,41.71586608886719,42.23087666633833,40.58284468117146,40.68584493392488,4356311
1208,2012-08-29,40.874698638916016,42.196560646083604,40.61719323454002,41.88755509220323,6345767
1209,2012-08-30,41.80171203613281,42.23088762876553,40.582855215797196,40.84036057137682,9698034
1210,2012-08-31,41.01203155517578,41.78454763598062,40.78885651746064,41.78454763598062,6414695
1211,2012-09-03,41.73305892944336,41.88755939382284,41.21804341094804,41.23521323378215,3891463
1212,2012-09-04,42.557064056396484,42.81456941871969,41.544207768517204,41.544207768517204,8607402
1213,2012-09-05,42.5778923034668,43.18515629501822,42.42173682300043,42.68199281937961,5181748
1214,2012-09-06,42.02267074584961,42.56053115558578,41.398053646876086,42.56053115558578,2059057
1215,2012-09-07,42.30027770996094,42.62993714613674,42.16147547084354,42.50848342193531,1292419
1216,2012-09-10,42.317630767822266,42.68198723242096,41.98797133292132,42.109425056653066,2343064
1217,2012-09-11,41.970611572265625,42.300266212240786,41.71035567968747,42.074712046658775,1345773
1218,2012-09-12,42.12677001953125,42.30027397977696,41.69301011891698,42.16147175289962,2846913
1219,2012-09-13,42.04001998901367,42.543183379698874,41.8144657715534,41.88386924150873,2572173
1220,2012-09-14,41.640953063964844,42.629926416989804,41.259243472513674,42.33496879147774,13519349
1221,2012-09-17,40.80815124511719,42.02267924781371,40.58259698593585,41.91857402362424,12665195
1222,2012-09-18,40.82548904418945,41.571555108654195,40.59993484422514,40.8428422636304,8408810
1223,2012-09-20,40.51318359375,41.01634695443391,40.25292765682993,40.25292765682993,6301939
1224,2012-09-21,41.72772216796875,41.987978172676286,40.68669814913863,40.68669814913863,8707245
1225,2012-09-24,40.98164749145508,42.16147352952283,40.77344178906752,41.71036509651339,7593484
1226,2012-09-25,40.738739013671875,41.38070461855438,40.11412662905962,41.22454916910321,11733607
1227,2012-09-26,40.599945068359375,40.929604548198306,40.357037587783616,40.599945068359375,9302273
1228,2012-09-27,40.51318359375,41.0683972004987,40.27027616998617,40.63463730563192,12478679
1229,2012-09-28,41.81446075439453,41.883864216022396,40.773437069551306,40.773437069551306,8847242
1230,2012-10-01,41.65830612182617,41.987965511017705,41.224546244782516,41.65830612182617,5138030
1231,2012-10-03,40.82548904418945,41.987966482892936,40.704035334486825,41.64095857322599,12133968
1232,2012-10-04,40.94694900512695,41.29395696777046,40.4264370611617,41.05104951128132,7257841
1233,2012-10-05,41.0163459777832,41.32865215333167,40.946942513618666,41.20719844434172,11584935
1234,2012-10-08,41.18985366821289,41.45010962254554,40.61728680340393,40.946946228197184,6807880
1235,2012-10-09,41.710357666015625,41.81445814536624,40.89488822245078,41.328648064070855,5205666
1236,2012-10-10,41.45011901855469,41.86652581592116,40.94695551014806,41.57156805949649,7436554
1237,2012-10-11,41.34600830078125,41.849171742395356,41.155155798981056,41.6409660180517,5476615
1238,2012-10-12,41.62362289428711,41.779773677825965,39.90593132917757,41.29396339582045,2847441
1239,2012-10-15,41.241905212402344,41.970622848728546,41.10310297372034,41.502161174904806,7208908
1240,2012-10-16,41.1551513671875,41.53686103628032,41.033697648849376,41.3286553343573,4006297
1241,2012-10-17,41.55420684814453,41.64095882608806,41.12044695842686,41.432753137704374,2639928
1242,2012-10-18,41.84917449951172,41.953275015243506,41.432763023390294,41.640968761451006,2525746
1243,2012-10-19,41.43275833129883,41.81446802341688,41.293956090509525,41.6409640457811,3153069
1244,2012-10-22,41.1551513671875,41.36335706911052,40.92959715118604,41.10310111835583,4657141
1245,2012-10-23,40.75609588623047,41.17250261108882,40.70404092735111,40.99899863241534,3935245
1246,2012-10-25,40.495845794677734,40.94695432205163,40.28764004873696,40.87755083787227,12050023
1247,2012-10-29,39.888580322265625,40.096781353994075,39.610971102299104,39.610971102299104,2123473
1248,2012-10-30,39.281307220458984,40.027375693370224,39.14250498765131,39.94062370954089,2570824
1249,2012-10-31,39.55890655517578,39.732410490009045,39.22924954965212,39.4374528594734,1852024
1250,2012-11-01,40.58259201049805,40.73874276774227,40.01002511414591,40.01002511414591,4524439
1251,2012-11-02,40.94694900512695,41.05104951128132,40.634642780067146,40.8081467613889,4726469
1252,2012-11-05,40.617286682128906,40.94694610593786,40.53053469761038,40.91224437081117,3632141
1253,2012-11-06,41.51950454711914,41.60625652387478,40.42643058131734,40.84284195238277,4718509
1254,2012-11-07,41.640953063964844,41.84915872353779,41.29394520020839,41.467449132086614,4694784
1255,2012-11-08,41.241905212402344,41.39805596594589,41.01635098621952,41.276606948721984,3005197
1256,2012-11-09,41.48480987548828,41.953271571016415,41.08575165581497,41.18985686959719,5518512
1257,2012-11-12,41.640953063964844,41.90120896178218,41.51949937033101,41.51949937033101,5986709
1258,2012-11-15,41.606258392333984,41.74506062005716,41.172498489076474,41.32865393688765,11277862
1259,2012-11-16,41.328643798828125,41.62360140200835,41.05103470488408,41.57154646110976,7952790
1260,2012-11-19,41.65830612182617,41.77975982871757,41.189849219895734,41.328651439230526,4682624
1261,2012-11-20,42.36967468261719,42.491128388185636,41.67565888690701,41.69300739916143,5826060
1262,2012-11-21,41.6756591796875,42.49112868669498,41.41540325446783,42.36967498027329,8050611
1263,2012-11-22,41.328643798828125,41.866504064289984,41.18984160515361,41.727701870615476,3266009
1264,2012-11-23,41.55420684814453,41.987966737862195,41.24190066886701,41.467454870200996,2809752
1265,2012-11-26,41.77976608276367,41.84916955611807,41.311304404112946,41.64096384265146,2935121
1266,2012-11-27,41.13779830932617,41.97062112031437,41.033697811250825,41.814465666604995,7105541
1267,2012-11-29,40.91224670410156,41.311304914326435,40.565238746237036,41.12045242013961,15583782
1268,2012-11-30,40.91224670410156,41.24190614671152,40.70404098806352,41.01635191541891,9986088
1269,2012-12-03,41.2765998840332,41.32865012630574,40.79078507190092,40.998990747586795,5791740
1270,2012-12-04,41.797115325927734,41.98796779959109,41.18985146496742,41.276603445104605,8486828
1271,2012-12-05,41.693016052246094,42.07472576042695,41.29395782821025,41.90122177548991,7991825
1272,2012-12-06,41.65830612182617,41.84916329168291,41.172496000856455,41.81446156020024,3888336
1273,2012-12-07,41.18985366821289,41.797117561655746,40.981647963427484,41.7450626055121,3172271
1274,2012-12-10,41.13779830932617,41.34600401207322,40.94694582732258,41.22455029325442,2674532
1275,2012-12-11,40.7734375,41.36335281027727,40.70403403763944,41.29394934791671,5034484
1276,2012-12-12,40.68668746948242,41.0683971175131,40.53053202500748,40.92959489275542,6283865
1277,2012-12-13,41.03371047973633,41.207214501159335,40.80815619320598,40.91225672342067,7727857
1278,2012-12-14,40.33968734741211,41.016354795399074,40.16618335629719,41.016354795399074,6097530
1279,2012-12-17,40.37438201904297,40.66933969362263,40.06207583102762,40.35702879901113,3910978
1280,2012-12-18,40.63463592529297,40.91224036593919,40.28762802118723,40.599934193563215,4553554
1281,2012-12-19,40.32233428955078,40.84284620427177,39.99267486092224,40.79079124752251,6136261
1282,2012-12-20,40.183528900146484,40.56523859368128,40.07942839581729,40.56523859368128,2121800
1283,2012-12-21,39.80181884765625,40.16617527303368,39.732415382538626,40.11412502749348,3053451
1284,2012-12-24,39.697723388671875,40.23558860879308,39.5068708726723,39.83652564636221,2156093
1285,2012-12-26,40.01002502441406,40.3223359513954,39.767122278157814,39.83652104568961,2963625
1286,2012-12-27,39.36806106567383,40.252931813230866,39.246609694549235,40.02737758592928,7464142
1287,2012-12-28,39.38540267944336,40.04471669148003,38.968993705878205,39.697708821292785,6441596
1288,2012-12-31,39.81917190551758,39.905923893518285,39.350710228994444,39.38541196551404,1528669
1289,2013-01-01,39.50685501098633,40.11411876284258,39.454802420277204,39.95796334401285,6397127
1290,2013-01-02,39.246612548828125,39.83652328570407,39.17720907079712,39.593620525789355,10823940
1291,2013-01-03,39.610965728759766,39.81917143884063,39.26395778082384,39.48951200566289,7768126
1292,2013-01-04,39.888580322265625,39.95797909730939,39.40276771727208,39.73242484187214,7374977
1293,2013-01-07,39.697723388671875,39.95797938681521,39.402768002755245,39.90592912850598,5751436
1294,2013-01-08,40.40907669067383,40.51317716628777,39.55890554897713,39.57625405938101,7147399
1295,2013-01-09,40.09678268432617,40.58259765873668,39.940631905349065,40.51319417479309,8208348
1296,2013-01-10,39.524208068847656,40.49583300756838,39.385405850914935,40.14882510943866,5482985
1297,2013-01-11,39.263954162597656,39.62831529831192,39.159853670448484,39.593613565396836,7053838
1298,2013-01-14,38.88225173950195,39.66301729495159,38.77814888100922,39.24661056757734,10369465
1299,2013-01-15,38.53523635864258,39.24660300916098,38.46583525077934,39.03839733227339,7333310
1300,2013-01-16,38.88225173950195,39.00370311332819,38.3096871944411,38.517892911426564,12729863
1301,2013-01-17,39.090450286865234,39.22925486551958,38.604640144820145,38.89959781532484,8720890
1302,2013-01-18,39.888580322265625,40.06208431977077,38.86490485434642,39.107809980193906,11437257
1303,2013-01-21,39.524208068847656,39.94061942924166,39.28130301081644,39.680363505644365,5767870
1304,2013-01-22,39.38540267944336,39.99266645227104,39.14249764097183,39.593608342874795,5102821
1305,2013-01-23,38.91695022583008,39.76712158949584,38.70874686694526,39.558915877312735,4125262
1306,2013-01-24,38.50053787231445,39.055751488601246,38.41378589185077,38.93429777463286,7597320
1307,2013-01-25,38.51789093017578,38.74344515089288,38.274985841719314,38.274985841719314,5876853
1308,2013-01-28,38.8302001953125,38.951653925757896,38.084134003429064,38.552595702805995,4530765
1309,2013-01-29,38.89960479736328,39.350713287389134,38.587296204308686,38.74344932418675,8933771
1310,2013-01-30,38.69139099121094,39.14250174035865,38.46583679328607,38.8648949444756,6691139
1311,2013-01-31,38.24028396606445,38.8475478616287,38.03208061384992,38.587291906386874,10621030
1312,2013-02-01,38.32704544067383,38.58730146035335,38.13619055558242,38.22294256214226,6533829
1313,2013-02-04,38.587284088134766,38.76078802314198,38.344379049784216,38.36172991394449,4150438
1314,2013-02-05,38.032081604003906,38.50054092365645,37.893277012282276,38.431139804444776,2184943
1315,2013-02-06,37.94533920288086,38.39644776837049,37.82388544860358,38.18824435813656,2852740
1316,2013-02-07,38.72609329223633,38.986349225957596,37.99737573649757,37.99737573649757,5059086
1317,2013-02-08,38.60464859008789,39.1425114492796,38.379094336216475,38.864904584538856,5162866
1318,2013-02-11,39.05575180053711,39.12515291480274,38.29233483701897,38.69139300901992,3760946
1319,2013-02-12,39.159854888916016,40.027374705805784,38.65669151248145,38.76079436116785,9796530
1320,2013-02-13,38.13618087768555,39.90592230371494,37.92797752675739,39.90592230371494,7821046
1321,2013-02-14,36.67875289916992,38.30968995543725,36.03678718661328,38.170887702975634,14843823
1322,2013-02-15,37.22845458984375,37.43988070040487,36.470848741445444,36.85846009121062,8479053
1323,2013-02-18,38.14463424682617,38.549864869619,37.08750838942105,37.08750838942105,8321446
1324,2013-02-19,38.19748306274414,38.2855768691552,37.77463326991057,38.144627734776485,8484570
1325,2013-02-20,38.10939025878906,38.63795311115908,37.845108832604055,38.232722546887736,7964693
1326,2013-02-21,37.65130615234375,38.391292746968006,37.475116136826415,37.986062163461696,6464828
1327,2013-02-22,38.42652130126953,38.58508964560472,37.704151744079226,37.91557779632414,14054231
1328,2013-02-25,39.48365783691406,39.55413241082671,38.49700663304401,38.58510044785923,15983553
1329,2013-02-26,39.096038818359375,39.43079479152972,38.83175740958847,39.43079479152972,17614848
1330,2013-02-27,38.37367630004883,39.41318527981949,38.26796562861935,39.28985297688805,9561570
1331,2013-02-28,36.75273513793945,38.761275368950876,35.95989106454975,38.62032626733813,11505348
1332,2013-03-01,38.038917541503906,38.408912034113975,36.7527464376401,37.24607322435273,9664596
1333,2013-03-04,38.21510314941406,38.58509762248488,37.457494963660004,38.056534772297276,5835406
1334,2013-03-05,38.26795959472656,38.40890872754026,37.527970673211115,38.250340355700494,4342564
1335,2013-03-06,37.933204650878906,38.408912199091965,37.827493986562786,38.267963053538715,2348098
1336,2013-03-07,38.127017974853516,38.33844411868467,37.757023417998,37.757023417998,3784471
1337,2013-03-08,38.761287689208984,38.81414302168959,38.07415641847292,38.37367395202574,5865486
1338,2013-03-11,38.9022331237793,39.02556540739652,38.40890876870522,38.743664751769586,3872022
1339,2013-03-12,38.49700927734375,38.972716865900644,38.091778657238116,38.972716865900644,5729772
1340,2013-03-13,38.690818786621094,38.849387197000716,38.33844347924505,38.44415654939746,4784709
1341,2013-03-14,38.63795471191406,38.76128700512234,38.32081794323221,38.62033786119654,4923712
1342,2013-03-15,38.40890884399414,38.77890330587367,38.21510199351464,38.54985797723519,4917271
1343,2013-03-18,38.32081985473633,38.408913671508614,38.232726037964035,38.37367518892061,3593844
1344,2013-03-19,37.73940658569336,38.549867894881245,37.017034325473126,38.39129948176614,5195989
1345,2013-03-20,36.7703742980957,37.66893187945135,36.57656738608595,37.54559955643655,5025753
1346,2013-03-21,35.80133056640625,37.10511840572376,35.53704915074605,36.647032530337334,4921271
1347,2013-03-22,36.100852966308594,36.365134400316336,35.53705161787971,35.81895229209415,8653798
1348,2013-03-25,36.61179733276367,36.84084029097898,36.294660561435144,36.43560970653724,4166875
1349,2013-03-26,36.99941635131836,37.10512703039578,36.47085339713941,36.47085339713941,3767435
1350,2013-03-28,37.281314849853516,37.49274098835739,36.68227731035649,36.98179727495399,4534130
1351,2013-04-01,37.175594329833984,37.51035030243947,36.91131292150902,37.087500527059,1691135
1352,2013-04-02,37.52796173095703,37.93319218351017,37.034635104265334,37.3341549272459,4652635
1353,2013-04-03,37.42225646972656,37.56320559817485,37.19321114887643,37.298924190061314,2361750
1354,2013-04-04,36.823219299316406,37.51035048639156,36.57655473857892,37.263688315351416,3713922
1355,2013-04-05,36.87607192993164,36.9994042012855,36.558935217446255,36.558935217446255,8205260
1356,2013-04-08,36.69989013671875,37.35178529171006,36.47084718480157,36.99941004894666,3096875
1357,2013-04-09,36.400360107421875,37.422249461231644,36.22417253500952,36.84082903845275,2293912
1358,2013-04-10,36.85845947265625,36.92893404509471,36.25942202238293,36.48846498023232,1905585
1359,2013-04-11,36.48845672607422,36.92892569129686,36.3475076130818,36.92892569129686,3329986
1360,2013-04-12,37.175594329833984,37.29892421990056,36.31227315088124,36.31227315088124,1819318
1361,2013-04-15,36.66465759277344,36.99941603935594,36.52370842872665,36.99941603935594,2619515
1362,2013-04-16,37.668922424316406,38.02129767054097,36.64703516614423,36.66465201669739,2546545
1363,2013-04-17,37.668922424316406,38.1093914820971,37.43987947014948,37.668922424316406,3775629
1364,2013-04-18,37.70416259765625,38.0212993776181,37.087505889076674,37.40464266903852,5080676
1365,2013-04-22,38.54985427856445,38.97270641711184,37.43987338912055,37.43987338912055,5577118
1366,2013-04-23,38.65557861328125,38.7612916788209,38.30320332128098,38.408916386820636,2951714
1367,2013-04-25,38.70842742919922,39.57174621790154,38.05653233320301,38.444146021043565,7103973
1368,2013-04-26,38.86699676513672,39.00794589712143,38.585096111469895,38.849377526214276,3417359
1369,2013-04-29,38.91986083984375,39.25461689582034,38.602724026749705,38.602724026749705,5263605
1370,2013-04-30,39.53650665283203,39.87126261601007,38.58509408759544,38.8317562504794,5652599
1371,2013-05-02,40.48792266845703,40.699348763059504,39.20175403043486,39.21937326993465,7787838
1372,2013-05-03,39.466033935546875,40.59363654378356,39.34270165349055,40.13554589320219,3489204
1373,2013-05-06,39.50128173828125,39.80079931017229,39.04319336925609,39.30747484488238,1570856
1374,2013-05-07,39.71269226074219,40.08268668135143,38.902228860764126,39.43079163600671,4295563
